date,item_name,unit,opening_stock,consumed,received,closing_stock,unit_cost,daily_cost,below_reorder
2025-04-30,Copper Fungicide,kg,6.5,0.7,0,5.8,280,196.0,False
2025-05-01,Copper Fungicide,kg,5.8,0.46,0,5.3,280,129.0,False
2025-05-02,Copper Fungicide,kg,5.3,0.51,0,4.8,280,142.0,False
2025-05-03,Copper Fungicide,kg,4.8,0.28,0,4.5,280,78.0,False
2025-05-04,Copper Fungicide,kg,4.5,0.0,0,4.5,280,0.0,False
2025-05-05,Copper Fungicide,kg,4.5,0.37,0,4.2,280,103.0,False
2025-05-06,Copper Fungicide,kg,4.2,0.66,0,3.5,280,185.0,False
2025-05-07,Copper Fungicide,kg,3.5,0.73,0,2.8,280,205.0,True
2025-05-08,Copper Fungicide,kg,2.8,0.62,0,2.2,280,173.0,True
2025-05-09,Copper Fungicide,kg,2.2,0.62,0,1.5,280,173.0,True
2025-05-10,Copper Fungicide,kg,1.5,0.35,0,1.2,280,99.0,True
2025-05-11,Copper Fungicide,kg,1.2,0.0,0,1.2,280,0.0,True
2025-05-12,Copper Fungicide,kg,1.2,0.66,10,10.5,280,186.0,False
2025-05-13,Copper Fungicide,kg,10.5,0.45,0,10.1,280,125.0,False
2025-05-14,Copper Fungicide,kg,10.1,0.55,0,9.5,280,153.0,False
2025-05-15,Copper Fungicide,kg,9.5,0.58,0,9.0,280,163.0,False
2025-05-16,Copper Fungicide,kg,9.0,0.37,0,8.6,280,104.0,False
2025-05-17,Copper Fungicide,kg,8.6,0.43,0,8.2,280,120.0,False
2025-05-18,Copper Fungicide,kg,8.2,0.0,0,8.2,280,0.0,False
2025-05-19,Copper Fungicide,kg,8.2,0.56,0,7.6,280,157.0,False
2025-05-20,Copper Fungicide,kg,7.6,0.47,0,7.1,280,131.0,False
2025-05-21,Copper Fungicide,kg,7.1,0.69,0,6.4,280,193.0,False
2025-05-22,Copper Fungicide,kg,6.4,0.64,0,5.8,280,179.0,False
2025-05-23,Copper Fungicide,kg,5.8,0.45,0,5.3,280,125.0,False
2025-05-24,Copper Fungicide,kg,5.3,0.49,0,4.9,280,137.0,False
2025-05-25,Copper Fungicide,kg,4.9,0.0,0,4.9,280,0.0,False
2025-05-26,Copper Fungicide,kg,4.9,0.29,0,4.6,280,82.0,False
2025-05-27,Copper Fungicide,kg,4.6,0.49,0,4.1,280,138.0,False
2025-05-28,Copper Fungicide,kg,4.1,0.59,0,3.5,280,166.0,False
2025-05-29,Copper Fungicide,kg,3.5,0.61,0,2.9,280,169.0,True
2025-05-30,Copper Fungicide,kg,2.9,0.69,10,12.2,280,194.0,False
2025-05-31,Copper Fungicide,kg,12.2,0.5,0,11.7,280,139.0,False
2025-06-01,Copper Fungicide,kg,11.7,0.0,0,11.7,280,0.0,False
2025-06-02,Copper Fungicide,kg,11.7,0.5,0,11.2,280,141.0,False
2025-06-03,Copper Fungicide,kg,11.2,0.35,0,10.8,280,99.0,False
2025-06-04,Copper Fungicide,kg,10.8,0.6,0,10.2,280,168.0,False
2025-06-05,Copper Fungicide,kg,10.2,0.57,0,9.7,280,160.0,False
2025-06-06,Copper Fungicide,kg,9.7,0.43,0,9.2,280,120.0,False
2025-06-07,Copper Fungicide,kg,9.2,0.41,0,8.8,280,115.0,False
2025-06-08,Copper Fungicide,kg,8.8,0.0,0,8.8,280,0.0,False
2025-06-09,Copper Fungicide,kg,8.8,0.45,0,8.4,280,125.0,False
2025-06-10,Copper Fungicide,kg,8.4,0.47,0,7.9,280,132.0,False
2025-06-11,Copper Fungicide,kg,7.9,0.46,0,7.4,280,130.0,False
2025-06-12,Copper Fungicide,kg,7.4,0.57,0,6.9,280,158.0,False
2025-06-13,Copper Fungicide,kg,6.9,0.66,0,6.2,280,184.0,False
2025-06-14,Copper Fungicide,kg,6.2,0.6,0,5.6,280,169.0,False
2025-06-15,Copper Fungicide,kg,5.6,0.0,0,5.6,280,0.0,False
2025-06-16,Copper Fungicide,kg,5.6,0.32,0,5.3,280,91.0,False
2025-06-17,Copper Fungicide,kg,5.3,0.47,0,4.8,280,131.0,False
2025-06-18,Copper Fungicide,kg,4.8,0.55,0,4.3,280,154.0,False
2025-06-19,Copper Fungicide,kg,4.3,0.64,0,3.6,280,178.0,False
2025-06-20,Copper Fungicide,kg,3.6,0.57,0,3.1,280,158.0,False
2025-06-21,Copper Fungicide,kg,3.1,0.3,0,2.8,280,84.0,True
2025-06-22,Copper Fungicide,kg,2.8,0.0,0,2.8,280,0.0,True
2025-06-23,Copper Fungicide,kg,2.8,0.29,0,2.5,280,82.0,True
2025-06-24,Copper Fungicide,kg,2.5,0.5,10,12.0,280,141.0,False
2025-06-25,Copper Fungicide,kg,12.0,0.41,0,11.6,280,114.0,False
2025-06-26,Copper Fungicide,kg,11.6,0.46,0,11.1,280,129.0,False
2025-06-27,Copper Fungicide,kg,11.1,0.37,0,10.7,280,103.0,False
2025-06-28,Copper Fungicide,kg,10.7,0.57,0,10.2,280,161.0,False
2025-06-29,Copper Fungicide,kg,10.2,0.0,0,10.2,280,0.0,False
2025-06-30,Copper Fungicide,kg,10.2,0.72,0,9.4,280,201.0,False
2025-07-01,Copper Fungicide,kg,9.4,1.2,0,8.2,280,335.0,False
2025-07-02,Copper Fungicide,kg,8.2,1.76,0,6.5,280,493.0,False
2025-07-03,Copper Fungicide,kg,6.5,0.66,0,5.8,280,184.0,False
2025-07-04,Copper Fungicide,kg,5.8,1.81,0,4.0,280,506.0,False
2025-07-05,Copper Fungicide,kg,4.0,1.32,0,2.7,280,369.0,True
2025-07-06,Copper Fungicide,kg,2.7,0.0,0,2.7,280,0.0,True
2025-07-07,Copper Fungicide,kg,2.7,1.19,0,1.5,280,332.0,True
2025-07-08,Copper Fungicide,kg,1.5,0.83,0,0.7,280,232.0,True
2025-07-09,Copper Fungicide,kg,0.7,1.32,0,0.0,280,369.0,True
2025-07-10,Copper Fungicide,kg,0.0,1.35,0,0.0,280,378.0,True
2025-07-11,Copper Fungicide,kg,0.0,1.55,0,0.0,280,435.0,True
2025-07-12,Copper Fungicide,kg,0.0,1.54,10,8.5,280,432.0,False
2025-07-13,Copper Fungicide,kg,8.5,0.0,0,8.5,280,0.0,False
2025-07-14,Copper Fungicide,kg,8.5,1.67,0,6.8,280,469.0,False
2025-07-15,Copper Fungicide,kg,6.8,1.61,0,5.2,280,451.0,False
2025-07-16,Copper Fungicide,kg,5.2,0.73,0,4.4,280,205.0,False
2025-07-17,Copper Fungicide,kg,4.4,0.97,0,3.5,280,271.0,False
2025-07-18,Copper Fungicide,kg,3.5,0.89,0,2.6,280,249.0,True
2025-07-19,Copper Fungicide,kg,2.6,0.77,0,1.8,280,217.0,True
2025-07-20,Copper Fungicide,kg,1.8,0.0,0,1.8,280,0.0,True
2025-07-21,Copper Fungicide,kg,1.8,1.58,0,0.2,280,441.0,True
2025-07-22,Copper Fungicide,kg,0.2,0.9,0,0.0,280,251.0,True
2025-07-23,Copper Fungicide,kg,0.0,1.32,0,0.0,280,369.0,True
2025-07-24,Copper Fungicide,kg,0.0,1.53,0,0.0,280,429.0,True
2025-07-25,Copper Fungicide,kg,0.0,1.79,0,0.0,280,500.0,True
2025-07-26,Copper Fungicide,kg,0.0,1.63,0,0.0,280,458.0,True
2025-07-27,Copper Fungicide,kg,0.0,0.0,0,0.0,280,0.0,True
2025-07-28,Copper Fungicide,kg,0.0,1.6,10,8.4,280,448.0,False
2025-07-29,Copper Fungicide,kg,8.4,1.56,0,6.8,280,438.0,False
2025-07-30,Copper Fungicide,kg,6.8,0.74,0,6.1,280,207.0,False
2025-07-31,Copper Fungicide,kg,6.1,1.19,0,4.9,280,333.0,False
2025-08-01,Copper Fungicide,kg,4.9,1.13,0,3.8,280,316.0,False
2025-08-02,Copper Fungicide,kg,3.8,0.95,0,2.8,280,266.0,True
2025-08-03,Copper Fungicide,kg,2.8,0.0,0,2.8,280,0.0,True
2025-08-04,Copper Fungicide,kg,2.8,1.52,0,1.3,280,427.0,True
2025-08-05,Copper Fungicide,kg,1.3,1.44,0,0.0,280,403.0,True
2025-08-06,Copper Fungicide,kg,0.0,1.41,10,8.6,280,395.0,False
2025-08-07,Copper Fungicide,kg,8.6,0.73,0,7.9,280,205.0,False
2025-08-08,Copper Fungicide,kg,7.9,1.82,0,6.0,280,509.0,False
2025-08-09,Copper Fungicide,kg,6.0,1.5,0,4.5,280,420.0,False
2025-08-10,Copper Fungicide,kg,4.5,0.0,0,4.5,280,0.0,False
2025-08-11,Copper Fungicide,kg,4.5,1.78,0,2.8,280,499.0,True
2025-08-12,Copper Fungicide,kg,2.8,0.82,0,1.9,280,231.0,True
2025-08-13,Copper Fungicide,kg,1.9,1.11,0,0.8,280,310.0,True
2025-08-14,Copper Fungicide,kg,0.8,1.48,0,0.0,280,414.0,True
2025-08-15,Copper Fungicide,kg,0.0,1.74,0,0.0,280,488.0,True
2025-08-16,Copper Fungicide,kg,0.0,1.46,0,0.0,280,408.0,True
2025-08-17,Copper Fungicide,kg,0.0,0.0,0,0.0,280,0.0,True
2025-08-18,Copper Fungicide,kg,0.0,0.87,0,0.0,280,243.0,True
2025-08-19,Copper Fungicide,kg,0.0,1.83,10,8.2,280,513.0,False
2025-08-20,Copper Fungicide,kg,8.2,0.81,0,7.4,280,227.0,False
2025-08-21,Copper Fungicide,kg,7.4,1.77,0,5.6,280,496.0,False
2025-08-22,Copper Fungicide,kg,5.6,1.12,0,4.5,280,314.0,False
2025-08-23,Copper Fungicide,kg,4.5,1.07,0,3.4,280,299.0,False
2025-08-24,Copper Fungicide,kg,3.4,0.0,0,3.4,280,0.0,False
2025-08-25,Copper Fungicide,kg,3.4,1.51,0,1.9,280,423.0,True
2025-08-26,Copper Fungicide,kg,1.9,1.06,10,10.8,280,298.0,False
2025-08-27,Copper Fungicide,kg,10.8,1.15,0,9.7,280,323.0,False
2025-08-28,Copper Fungicide,kg,9.7,1.4,0,8.3,280,393.0,False
2025-08-29,Copper Fungicide,kg,8.3,1.52,0,6.7,280,426.0,False
2025-08-30,Copper Fungicide,kg,6.7,0.78,0,6.0,280,219.0,False
2025-08-31,Copper Fungicide,kg,6.0,0.0,0,6.0,280,0.0,False
2025-09-01,Copper Fungicide,kg,6.0,1.28,0,4.7,280,359.0,False
2025-09-02,Copper Fungicide,kg,4.7,1.36,0,3.3,280,380.0,False
2025-09-03,Copper Fungicide,kg,3.3,0.7,0,2.6,280,195.0,True
2025-09-04,Copper Fungicide,kg,2.6,1.65,0,1.0,280,463.0,True
2025-09-05,Copper Fungicide,kg,1.0,1.08,0,0.0,280,303.0,True
2025-09-06,Copper Fungicide,kg,0.0,1.65,0,0.0,280,463.0,True
2025-09-07,Copper Fungicide,kg,0.0,0.0,0,0.0,280,0.0,True
2025-09-08,Copper Fungicide,kg,0.0,0.69,0,0.0,280,193.0,True
2025-09-09,Copper Fungicide,kg,0.0,0.73,10,9.3,280,205.0,False
2025-09-10,Copper Fungicide,kg,9.3,1.0,0,8.3,280,279.0,False
2025-09-11,Copper Fungicide,kg,8.3,0.71,0,7.6,280,198.0,False
2025-09-12,Copper Fungicide,kg,7.6,1.58,0,6.0,280,444.0,False
2025-09-13,Copper Fungicide,kg,6.0,1.81,0,4.2,280,508.0,False
2025-09-14,Copper Fungicide,kg,4.2,0.0,0,4.2,280,0.0,False
2025-09-15,Copper Fungicide,kg,4.2,0.95,0,3.2,280,266.0,False
2025-09-16,Copper Fungicide,kg,3.2,1.78,0,1.4,280,499.0,True
2025-09-17,Copper Fungicide,kg,1.4,0.93,10,10.5,280,260.0,False
2025-09-18,Copper Fungicide,kg,10.5,0.84,0,9.7,280,236.0,False
2025-09-19,Copper Fungicide,kg,9.7,1.17,0,8.5,280,328.0,False
2025-09-20,Copper Fungicide,kg,8.5,0.86,0,7.6,280,240.0,False
2025-09-21,Copper Fungicide,kg,7.6,0.0,0,7.6,280,0.0,False
2025-09-22,Copper Fungicide,kg,7.6,1.55,0,6.1,280,433.0,False
2025-09-23,Copper Fungicide,kg,6.1,1.38,0,4.7,280,388.0,False
2025-09-24,Copper Fungicide,kg,4.7,0.92,0,3.8,280,257.0,False
2025-09-25,Copper Fungicide,kg,3.8,1.84,0,1.9,280,514.0,True
2025-09-26,Copper Fungicide,kg,1.9,0.65,10,11.3,280,182.0,False
2025-09-27,Copper Fungicide,kg,11.3,1.31,0,10.0,280,368.0,False
2025-09-28,Copper Fungicide,kg,10.0,0.0,0,10.0,280,0.0,False
2025-09-29,Copper Fungicide,kg,10.0,1.44,0,8.5,280,404.0,False
2025-09-30,Copper Fungicide,kg,8.5,1.63,0,6.9,280,457.0,False
2025-10-01,Copper Fungicide,kg,6.9,0.65,0,6.3,280,183.0,False
2025-10-02,Copper Fungicide,kg,6.3,0.27,0,6.0,280,75.0,False
2025-10-03,Copper Fungicide,kg,6.0,0.42,0,5.6,280,117.0,False
2025-10-04,Copper Fungicide,kg,5.6,0.38,0,5.2,280,107.0,False
2025-10-05,Copper Fungicide,kg,5.2,0.0,0,5.2,280,0.0,False
2025-10-06,Copper Fungicide,kg,5.2,0.62,0,4.6,280,174.0,False
2025-10-07,Copper Fungicide,kg,4.6,0.41,0,4.1,280,116.0,False
2025-10-08,Copper Fungicide,kg,4.1,0.48,0,3.7,280,133.0,False
2025-10-09,Copper Fungicide,kg,3.7,0.69,0,3.0,280,192.0,True
2025-10-10,Copper Fungicide,kg,3.0,0.36,10,12.6,280,101.0,False
2025-10-11,Copper Fungicide,kg,12.6,0.56,0,12.1,280,156.0,False
2025-10-12,Copper Fungicide,kg,12.1,0.0,0,12.1,280,0.0,False
2025-10-13,Copper Fungicide,kg,12.1,0.58,0,11.5,280,163.0,False
2025-10-14,Copper Fungicide,kg,11.5,0.55,0,10.9,280,154.0,False
2025-10-15,Copper Fungicide,kg,10.9,0.25,0,10.7,280,71.0,False
2025-10-16,Copper Fungicide,kg,10.7,0.74,0,9.9,280,208.0,False
2025-10-17,Copper Fungicide,kg,9.9,0.4,0,9.5,280,111.0,False
2025-10-18,Copper Fungicide,kg,9.5,0.42,0,9.1,280,119.0,False
2025-10-19,Copper Fungicide,kg,9.1,0.0,0,9.1,280,0.0,False
2025-10-20,Copper Fungicide,kg,9.1,0.47,0,8.7,280,132.0,False
2025-10-21,Copper Fungicide,kg,8.7,0.44,0,8.2,280,124.0,False
2025-10-22,Copper Fungicide,kg,8.2,0.36,0,7.8,280,102.0,False
2025-10-23,Copper Fungicide,kg,7.8,0.36,0,7.5,280,102.0,False
2025-10-24,Copper Fungicide,kg,7.5,0.65,0,6.8,280,181.0,False
2025-10-25,Copper Fungicide,kg,6.8,0.74,0,6.1,280,207.0,False
2025-10-26,Copper Fungicide,kg,6.1,0.0,0,6.1,280,0.0,False
2025-10-27,Copper Fungicide,kg,6.1,0.46,0,5.6,280,129.0,False
2025-10-28,Copper Fungicide,kg,5.6,0.46,0,5.2,280,130.0,False
2025-10-29,Copper Fungicide,kg,5.2,0.69,0,4.5,280,194.0,False
2025-10-30,Copper Fungicide,kg,4.5,0.51,0,4.0,280,142.0,False
2025-10-31,Copper Fungicide,kg,4.0,0.73,0,3.2,280,203.0,False
2025-11-01,Copper Fungicide,kg,3.2,0.65,0,2.6,280,182.0,True
2025-11-02,Copper Fungicide,kg,2.6,0.0,0,2.6,280,0.0,True
2025-11-03,Copper Fungicide,kg,2.6,0.41,10,12.2,280,114.0,False
2025-11-04,Copper Fungicide,kg,12.2,0.74,0,11.4,280,208.0,False
2025-11-05,Copper Fungicide,kg,11.4,0.26,0,11.2,280,73.0,False
2025-11-06,Copper Fungicide,kg,11.2,0.68,0,10.5,280,192.0,False
2025-11-07,Copper Fungicide,kg,10.5,0.32,0,10.2,280,90.0,False
2025-11-08,Copper Fungicide,kg,10.2,0.47,0,9.7,280,132.0,False
2025-11-09,Copper Fungicide,kg,9.7,0.0,0,9.7,280,0.0,False
2025-11-10,Copper Fungicide,kg,9.7,0.65,0,9.1,280,181.0,False
2025-11-11,Copper Fungicide,kg,9.1,0.58,0,8.5,280,163.0,False
2025-11-12,Copper Fungicide,kg,8.5,0.27,0,8.2,280,75.0,False
2025-11-13,Copper Fungicide,kg,8.2,0.7,0,7.5,280,197.0,False
2025-11-14,Copper Fungicide,kg,7.5,0.54,0,7.0,280,150.0,False
2025-11-15,Copper Fungicide,kg,7.0,0.37,0,6.6,280,103.0,False
2025-11-16,Copper Fungicide,kg,6.6,0.0,0,6.6,280,0.0,False
2025-11-17,Copper Fungicide,kg,6.6,0.5,0,6.1,280,139.0,False
2025-11-18,Copper Fungicide,kg,6.1,0.32,0,5.8,280,90.0,False
2025-11-19,Copper Fungicide,kg,5.8,0.26,0,5.5,280,72.0,False
2025-11-20,Copper Fungicide,kg,5.5,0.28,0,5.2,280,78.0,False
2025-11-21,Copper Fungicide,kg,5.2,0.55,0,4.7,280,155.0,False
2025-11-22,Copper Fungicide,kg,4.7,0.51,0,4.2,280,144.0,False
2025-11-23,Copper Fungicide,kg,4.2,0.0,0,4.2,280,0.0,False
2025-11-24,Copper Fungicide,kg,4.2,0.49,0,3.7,280,136.0,False
2025-11-25,Copper Fungicide,kg,3.7,0.43,0,3.3,280,122.0,False
2025-11-26,Copper Fungicide,kg,3.3,0.34,0,2.9,280,96.0,True
2025-11-27,Copper Fungicide,kg,2.9,0.74,10,12.2,280,208.0,False
2025-11-28,Copper Fungicide,kg,12.2,0.45,0,11.7,280,125.0,False
2025-11-29,Copper Fungicide,kg,11.7,0.68,0,11.0,280,190.0,False
2025-11-30,Copper Fungicide,kg,11.0,0.0,0,11.0,280,0.0,False
2025-12-01,Copper Fungicide,kg,11.0,0.47,0,10.6,280,131.0,False
2025-12-02,Copper Fungicide,kg,10.6,0.63,0,9.9,280,177.0,False
2025-12-03,Copper Fungicide,kg,9.9,0.67,0,9.3,280,187.0,False
2025-12-04,Copper Fungicide,kg,9.3,0.52,0,8.8,280,146.0,False
2025-12-05,Copper Fungicide,kg,8.8,0.73,0,8.0,280,204.0,False
2025-12-06,Copper Fungicide,kg,8.0,0.59,0,7.4,280,165.0,False
2025-12-07,Copper Fungicide,kg,7.4,0.0,0,7.4,280,0.0,False
2025-12-08,Copper Fungicide,kg,7.4,0.54,0,6.9,280,151.0,False
2025-12-09,Copper Fungicide,kg,6.9,0.72,0,6.2,280,202.0,False
2025-12-10,Copper Fungicide,kg,6.2,0.32,0,5.9,280,90.0,False
2025-12-11,Copper Fungicide,kg,5.9,0.64,0,5.2,280,178.0,False
2025-12-12,Copper Fungicide,kg,5.2,0.34,0,4.9,280,95.0,False
2025-12-13,Copper Fungicide,kg,4.9,0.56,0,4.3,280,156.0,False
2025-12-14,Copper Fungicide,kg,4.3,0.0,0,4.3,280,0.0,False
2025-12-15,Copper Fungicide,kg,4.3,0.41,0,3.9,280,114.0,False
2025-12-16,Copper Fungicide,kg,3.9,0.7,0,3.2,280,197.0,False
2025-12-17,Copper Fungicide,kg,3.2,0.67,0,2.5,280,187.0,True
2025-12-18,Copper Fungicide,kg,2.5,0.42,0,2.1,280,116.0,True
2025-12-19,Copper Fungicide,kg,2.1,0.49,10,11.6,280,138.0,False
2025-12-20,Copper Fungicide,kg,11.6,0.62,0,11.0,280,174.0,False
2025-12-21,Copper Fungicide,kg,11.0,0.0,0,11.0,280,0.0,False
2025-12-22,Copper Fungicide,kg,11.0,0.31,0,10.7,280,86.0,False
2025-12-23,Copper Fungicide,kg,10.7,0.75,0,10.0,280,209.0,False
2025-12-24,Copper Fungicide,kg,10.0,0.36,0,9.6,280,100.0,False
2025-12-25,Copper Fungicide,kg,9.6,0.53,0,9.1,280,149.0,False
2025-12-26,Copper Fungicide,kg,9.1,0.75,0,8.3,280,210.0,False
2025-12-27,Copper Fungicide,kg,8.3,0.27,0,8.0,280,76.0,False
2025-12-28,Copper Fungicide,kg,8.0,0.0,0,8.0,280,0.0,False
2025-12-29,Copper Fungicide,kg,8.0,0.33,0,7.7,280,91.0,False
2025-12-30,Copper Fungicide,kg,7.7,0.55,0,7.2,280,153.0,False
2025-12-31,Copper Fungicide,kg,7.2,0.48,0,6.7,280,134.0,False
2026-01-01,Copper Fungicide,kg,6.7,0.55,0,6.1,280,154.0,False
2026-01-02,Copper Fungicide,kg,6.1,0.69,0,5.5,280,194.0,False
2026-01-03,Copper Fungicide,kg,5.5,0.4,0,5.1,280,113.0,False
2026-01-04,Copper Fungicide,kg,5.1,0.0,0,5.1,280,0.0,False
2026-01-05,Copper Fungicide,kg,5.1,0.27,0,4.8,280,74.0,False
2026-01-06,Copper Fungicide,kg,4.8,0.44,0,4.3,280,123.0,False
2026-01-07,Copper Fungicide,kg,4.3,0.5,0,3.8,280,140.0,False
2026-01-08,Copper Fungicide,kg,3.8,0.39,0,3.5,280,108.0,False
2026-01-09,Copper Fungicide,kg,3.5,0.59,0,2.9,280,165.0,True
2026-01-10,Copper Fungicide,kg,2.9,0.67,0,2.2,280,189.0,True
2026-01-11,Copper Fungicide,kg,2.2,0.0,0,2.2,280,0.0,True
2026-01-12,Copper Fungicide,kg,2.2,0.6,0,1.6,280,167.0,True
2026-01-13,Copper Fungicide,kg,1.6,0.74,10,10.9,280,206.0,False
2026-01-14,Copper Fungicide,kg,10.9,0.43,0,10.4,280,121.0,False
2026-01-15,Copper Fungicide,kg,10.4,0.68,0,9.7,280,192.0,False
2026-01-16,Copper Fungicide,kg,9.7,0.48,0,9.3,280,135.0,False
2026-01-17,Copper Fungicide,kg,9.3,0.33,0,8.9,280,92.0,False
2026-01-18,Copper Fungicide,kg,8.9,0.0,0,8.9,280,0.0,False
2026-01-19,Copper Fungicide,kg,8.9,0.28,0,8.7,280,78.0,False
2026-01-20,Copper Fungicide,kg,8.7,0.69,0,8.0,280,193.0,False
2026-01-21,Copper Fungicide,kg,8.0,0.69,0,7.3,280,194.0,False
2026-01-22,Copper Fungicide,kg,7.3,0.6,0,6.7,280,168.0,False
2026-01-23,Copper Fungicide,kg,6.7,0.67,0,6.0,280,187.0,False
2026-01-24,Copper Fungicide,kg,6.0,0.62,0,5.4,280,174.0,False
2026-01-25,Copper Fungicide,kg,5.4,0.0,0,5.4,280,0.0,False
2026-01-26,Copper Fungicide,kg,5.4,0.67,0,4.7,280,186.0,False
2026-01-27,Copper Fungicide,kg,4.7,0.26,0,4.5,280,73.0,False
2026-01-28,Copper Fungicide,kg,4.5,0.63,0,3.8,280,176.0,False
2026-01-29,Copper Fungicide,kg,3.8,0.37,0,3.5,280,104.0,False
2026-01-30,Copper Fungicide,kg,3.5,0.52,0,2.9,280,146.0,True
2026-01-31,Copper Fungicide,kg,2.9,0.5,0,2.4,280,140.0,True
2026-02-01,Copper Fungicide,kg,2.4,0.0,0,2.4,280,0.0,True
2026-02-02,Copper Fungicide,kg,2.4,0.7,0,1.7,280,197.0,True
2026-02-03,Copper Fungicide,kg,1.7,0.61,0,1.1,280,170.0,True
2026-02-04,Copper Fungicide,kg,1.1,0.72,10,10.4,280,201.0,False
2026-02-05,Copper Fungicide,kg,10.4,0.52,0,9.9,280,145.0,False
2026-02-06,Copper Fungicide,kg,9.9,0.57,0,9.3,280,159.0,False
2026-02-07,Copper Fungicide,kg,9.3,0.36,0,9.0,280,101.0,False
2026-02-08,Copper Fungicide,kg,9.0,0.0,0,9.0,280,0.0,False
2026-02-09,Copper Fungicide,kg,9.0,0.64,0,8.3,280,178.0,False
2026-02-10,Copper Fungicide,kg,8.3,0.47,0,7.9,280,132.0,False
2026-02-11,Copper Fungicide,kg,7.9,0.5,0,7.4,280,141.0,False
2026-02-12,Copper Fungicide,kg,7.4,0.54,0,6.8,280,151.0,False
2026-02-13,Copper Fungicide,kg,6.8,0.63,0,6.2,280,177.0,False
2026-02-14,Copper Fungicide,kg,6.2,0.35,0,5.8,280,98.0,False
2026-02-15,Copper Fungicide,kg,5.8,0.0,0,5.8,280,0.0,False
2026-02-16,Copper Fungicide,kg,5.8,0.6,0,5.2,280,169.0,False
2026-02-17,Copper Fungicide,kg,5.2,0.42,0,4.8,280,118.0,False
2026-02-18,Copper Fungicide,kg,4.8,0.31,0,4.5,280,88.0,False
2026-02-19,Copper Fungicide,kg,4.5,0.28,0,4.2,280,78.0,False
2026-02-20,Copper Fungicide,kg,4.2,0.5,0,3.7,280,141.0,False
2026-02-21,Copper Fungicide,kg,3.7,0.28,0,3.4,280,77.0,False
2026-02-22,Copper Fungicide,kg,3.4,0.0,0,3.4,280,0.0,False
2026-02-23,Copper Fungicide,kg,3.4,0.57,0,2.9,280,159.0,True
2026-02-24,Copper Fungicide,kg,2.9,0.61,0,2.3,280,170.0,True
2026-02-25,Copper Fungicide,kg,2.3,0.27,0,2.0,280,74.0,True
2026-02-26,Copper Fungicide,kg,2.0,0.35,0,1.6,280,98.0,True
2026-02-27,Copper Fungicide,kg,1.6,0.43,0,1.2,280,120.0,True
2026-02-28,Copper Fungicide,kg,1.2,0.35,10,10.9,280,97.0,False
2026-03-01,Copper Fungicide,kg,10.9,0.0,0,10.9,280,0.0,False
2026-03-02,Copper Fungicide,kg,10.9,0.71,0,10.2,280,199.0,False
2026-03-03,Copper Fungicide,kg,10.2,0.36,0,9.8,280,101.0,False
2026-03-04,Copper Fungicide,kg,9.8,0.48,0,9.3,280,135.0,False
2026-03-05,Copper Fungicide,kg,9.3,0.53,0,8.8,280,148.0,False
2026-03-06,Copper Fungicide,kg,8.8,0.67,0,8.1,280,187.0,False
2026-03-07,Copper Fungicide,kg,8.1,0.49,0,7.6,280,137.0,False
2026-03-08,Copper Fungicide,kg,7.6,0.0,0,7.6,280,0.0,False
2026-03-09,Copper Fungicide,kg,7.6,0.69,0,6.9,280,194.0,False
2026-03-10,Copper Fungicide,kg,6.9,0.37,0,6.6,280,103.0,False
2026-03-11,Copper Fungicide,kg,6.6,0.43,0,6.1,280,121.0,False
2026-03-12,Copper Fungicide,kg,6.1,0.42,0,5.7,280,118.0,False
2026-03-13,Copper Fungicide,kg,5.7,0.41,0,5.3,280,115.0,False
2026-03-14,Copper Fungicide,kg,5.3,0.41,0,4.9,280,114.0,False
2026-03-15,Copper Fungicide,kg,4.9,0.0,0,4.9,280,0.0,False
2026-03-16,Copper Fungicide,kg,4.9,0.48,0,4.4,280,134.0,False
2026-03-17,Copper Fungicide,kg,4.4,0.68,0,3.7,280,191.0,False
2026-03-18,Copper Fungicide,kg,3.7,0.38,0,3.4,280,106.0,False
2026-03-19,Copper Fungicide,kg,3.4,0.29,0,3.1,280,81.0,False
2026-03-20,Copper Fungicide,kg,3.1,0.35,0,2.7,280,99.0,True
2026-03-21,Copper Fungicide,kg,2.7,0.62,0,2.1,280,173.0,True
2026-03-22,Copper Fungicide,kg,2.1,0.0,0,2.1,280,0.0,True
2026-03-23,Copper Fungicide,kg,2.1,0.63,0,1.5,280,175.0,True
2026-03-24,Copper Fungicide,kg,1.5,0.42,0,1.1,280,117.0,True
2026-03-25,Copper Fungicide,kg,1.1,0.34,0,0.7,280,94.0,True
2026-03-26,Copper Fungicide,kg,0.7,0.55,0,0.2,280,155.0,True
2026-03-27,Copper Fungicide,kg,0.2,0.53,10,9.6,280,148.0,False
2026-03-28,Copper Fungicide,kg,9.6,0.28,0,9.4,280,78.0,False
2026-03-29,Copper Fungicide,kg,9.4,0.0,0,9.4,280,0.0,False
2026-03-30,Copper Fungicide,kg,9.4,0.28,0,9.1,280,78.0,False
2026-03-31,Copper Fungicide,kg,9.1,0.7,0,8.4,280,197.0,False
2026-04-01,Copper Fungicide,kg,8.4,0.55,0,7.8,280,154.0,False
2026-04-02,Copper Fungicide,kg,7.8,0.42,0,7.4,280,118.0,False
2026-04-03,Copper Fungicide,kg,7.4,0.27,0,7.1,280,75.0,False
2026-04-04,Copper Fungicide,kg,7.1,0.35,0,6.8,280,97.0,False
