plant_id,variety_name,zone_id,measurement_date,week_number,height_cm,girth_mm,weekly_growth_cm,leaf_count,disease_detected,stress_indicators,health_score
WN-2024-0045,Chandler,ZONE-A,2024-08-05,10,26.7,2.9,2.24,28,,none,92.6
WN-2024-0045,Chandler,ZONE-A,2024-08-12,11,29.2,3.1,2.44,38,,none,90.3
WN-2024-0045,Chandler,ZONE-A,2024-08-19,12,31.8,3.3,2.62,38,,none,92.3
WN-2024-0045,Chandler,ZONE-A,2024-08-26,13,32.9,3.4,1.08,41,,water_stress,81.9
WN-2024-0045,Chandler,ZONE-A,2024-09-02,14,35.1,3.5,2.22,41,Crown Rot,none,93.0
WN-2024-0045,Chandler,ZONE-A,2024-09-09,15,36.8,3.5,1.72,45,,none,95.5
WN-2024-0045,Chandler,ZONE-A,2024-09-16,16,38.7,3.7,1.87,48,,none,90.5
WN-2024-0045,Chandler,ZONE-A,2024-09-23,17,40.8,3.9,2.12,49,Anthracnose,none,98.0
WN-2024-0045,Chandler,ZONE-A,2024-09-30,18,42.1,4.0,1.36,52,,none,84.2
WN-2024-0045,Chandler,ZONE-A,2024-10-07,19,43.6,4.1,1.5,53,,water_stress,98.7
WN-2024-0045,Chandler,ZONE-A,2024-10-14,20,45.4,4.2,1.78,57,,none,90.1
WN-2024-0045,Chandler,ZONE-A,2024-10-21,21,47.0,4.3,1.55,57,Root Rot,none,100.0
WN-2024-0045,Chandler,ZONE-A,2024-10-28,22,48.0,4.4,1.02,56,,none,87.7
WN-2024-0045,Chandler,ZONE-A,2024-11-04,23,49.1,4.4,1.1,58,,none,86.0
WN-2024-0045,Chandler,ZONE-A,2024-11-11,24,50.7,4.6,1.62,63,,none,89.4
WN-2024-0045,Chandler,ZONE-A,2024-11-18,25,52.2,4.7,1.51,63,,none,83.5
WN-2024-0045,Chandler,ZONE-A,2024-11-25,26,53.4,4.8,1.12,64,,none,91.8
WN-2024-0045,Chandler,ZONE-A,2024-12-02,27,53.7,4.8,0.31,62,,none,89.5
WN-2024-0045,Chandler,ZONE-A,2024-12-09,28,54.3,4.8,0.64,67,,water_stress,88.0
WN-2024-0045,Chandler,ZONE-A,2024-12-16,29,55.7,5.0,1.42,61,,none,84.6
WN-2024-0045,Chandler,ZONE-A,2024-12-23,30,56.4,5.1,0.63,67,,none,83.2
WN-2024-0045,Chandler,ZONE-A,2024-12-30,31,57.0,5.1,0.6,70,,none,79.8
WN-2024-0045,Chandler,ZONE-A,2025-01-06,32,57.0,5.1,0.0,67,,water_stress,85.3
WN-2024-0045,Chandler,ZONE-A,2025-01-13,33,58.3,5.3,1.31,69,,water_stress,90.8
WN-2024-0045,Chandler,ZONE-A,2025-01-20,34,59.7,5.4,1.41,67,,none,93.2
WN-2024-0045,Chandler,ZONE-A,2025-01-27,35,61.5,5.6,1.84,74,,none,92.8
WN-2024-0045,Chandler,ZONE-A,2025-02-03,36,62.4,5.6,0.91,75,,water_stress,88.5
WN-2024-0045,Chandler,ZONE-A,2025-02-10,37,64.0,5.8,1.53,80,,none,80.4
WN-2024-0045,Chandler,ZONE-A,2025-02-17,38,65.8,6.0,1.84,79,,none,84.5
WN-2024-0045,Chandler,ZONE-A,2025-02-24,39,67.3,6.1,1.52,84,,none,93.6
WN-2024-0045,Chandler,ZONE-A,2025-03-03,40,69.1,6.4,1.74,84,,none,90.8
WN-2024-0045,Chandler,ZONE-A,2025-03-10,41,70.7,6.5,1.61,84,,none,99.6
WN-2024-0045,Chandler,ZONE-A,2025-03-17,42,73.0,6.7,2.31,86,,none,91.0
WN-2024-0045,Chandler,ZONE-A,2025-03-24,43,74.7,6.7,1.71,88,,none,89.4
WN-2024-0045,Chandler,ZONE-A,2025-03-31,44,77.6,7.1,2.87,96,,none,90.3
WN-2024-0046,Franquette,ZONE-F,2024-10-30,1,3.3,1.1,1.07,3,,none,90.6
WN-2024-0046,Franquette,ZONE-F,2024-11-06,2,4.0,1.1,0.72,5,,none,97.4
WN-2024-0046,Franquette,ZONE-F,2024-11-13,3,4.8,1.1,0.74,4,,none,80.5
WN-2024-0046,Franquette,ZONE-F,2024-11-20,4,6.0,1.3,1.18,8,,none,87.8
WN-2024-0046,Franquette,ZONE-F,2024-11-27,5,6.8,1.4,0.8,7,,none,81.2
WN-2024-0046,Franquette,ZONE-F,2024-12-04,6,7.4,1.4,0.6,9,,none,82.6
WN-2024-0046,Franquette,ZONE-F,2024-12-11,7,8.2,1.5,0.85,7,,none,92.6
WN-2024-0046,Franquette,ZONE-F,2024-12-18,8,9.0,1.7,0.8,13,,none,87.9
WN-2024-0046,Franquette,ZONE-F,2024-12-25,9,9.6,1.7,0.64,13,,none,86.2
WN-2024-0046,Franquette,ZONE-F,2025-01-01,10,10.9,1.9,1.25,12,,none,93.5
WN-2024-0046,Franquette,ZONE-F,2025-01-08,11,11.7,1.9,0.86,15,,water_stress,85.0
WN-2024-0046,Franquette,ZONE-F,2025-01-15,12,12.1,2.0,0.36,16,,water_stress,80.4
WN-2024-0046,Franquette,ZONE-F,2025-01-22,13,13.0,2.1,0.89,20,,water_stress,90.9
WN-2024-0046,Franquette,ZONE-F,2025-01-29,14,13.4,2.1,0.39,15,,none,88.3
WN-2024-0046,Franquette,ZONE-F,2025-02-05,15,14.3,2.2,0.86,12,,none,94.0
WN-2024-0046,Franquette,ZONE-F,2025-02-12,16,15.0,2.3,0.8,14,,none,89.0
WN-2024-0046,Franquette,ZONE-F,2025-02-19,17,15.9,2.3,0.87,14,,none,86.1
WN-2024-0046,Franquette,ZONE-F,2025-02-26,18,17.1,2.4,1.2,22,,none,87.2
WN-2024-0046,Franquette,ZONE-F,2025-03-05,19,18.4,2.4,1.29,25,,none,99.6
WN-2024-0046,Franquette,ZONE-F,2025-03-12,20,19.9,2.5,1.48,21,,none,85.3
WN-2024-0046,Franquette,ZONE-F,2025-03-19,21,21.2,2.6,1.29,28,,none,92.9
WN-2024-0046,Franquette,ZONE-F,2025-03-26,22,22.7,2.7,1.55,25,,none,82.5
WN-2024-0046,Franquette,ZONE-F,2025-04-02,23,24.0,2.7,1.26,27,,none,90.4
WN-2024-0047,Kashmiri Walnut,ZONE-F,2024-12-26,1,4.7,1.2,0.47,3,,none,89.9
WN-2024-0047,Kashmiri Walnut,ZONE-F,2025-01-02,2,5.6,1.2,0.94,3,,none,88.1
WN-2024-0047,Kashmiri Walnut,ZONE-F,2025-01-09,3,6.5,1.3,0.85,5,,none,99.5
WN-2024-0047,Kashmiri Walnut,ZONE-F,2025-01-16,4,6.7,1.3,0.22,8,,water_stress,84.1
WN-2024-0047,Kashmiri Walnut,ZONE-F,2025-01-23,5,7.8,1.6,1.09,8,,none,86.6
WN-2024-0047,Kashmiri Walnut,ZONE-F,2025-01-30,6,8.5,1.7,0.69,11,Walnut Blight,none,87.7
WN-2024-0047,Kashmiri Walnut,ZONE-F,2025-02-06,7,9.9,1.8,1.37,6,,none,89.3
WN-2024-0047,Kashmiri Walnut,ZONE-F,2025-02-13,8,10.5,1.8,0.64,13,,none,86.4
WN-2024-0047,Kashmiri Walnut,ZONE-F,2025-02-20,9,11.7,2.0,1.22,14,,none,89.8
WN-2024-0047,Kashmiri Walnut,ZONE-F,2025-02-27,10,12.9,2.1,1.14,14,,none,98.4
WN-2024-0047,Kashmiri Walnut,ZONE-F,2025-03-06,11,14.3,2.2,1.42,18,,none,88.6
WN-2024-0047,Kashmiri Walnut,ZONE-F,2025-03-13,12,15.6,2.3,1.32,21,,none,84.9
WN-2024-0047,Kashmiri Walnut,ZONE-F,2025-03-20,13,16.4,2.3,0.77,21,,water_stress,85.5
WN-2024-0047,Kashmiri Walnut,ZONE-F,2025-03-27,14,18.4,2.4,2.0,18,,none,94.4
WN-2024-0047,Kashmiri Walnut,ZONE-F,2025-04-03,15,20.7,2.7,2.33,25,,none,83.5
WN-2024-0048,Chandler,ZONE-D,2024-12-05,1,5.4,2.4,1.2,8,,none,91.9
WN-2024-0048,Chandler,ZONE-D,2024-12-12,2,5.9,2.5,0.55,6,,none,96.9
WN-2024-0048,Chandler,ZONE-D,2024-12-19,3,7.3,2.6,1.33,5,,none,90.5
WN-2024-0048,Chandler,ZONE-D,2024-12-26,4,8.2,2.6,0.9,8,,none,86.8
WN-2024-0048,Chandler,ZONE-D,2025-01-02,5,9.3,2.8,1.15,12,Root Rot,none,90.6
WN-2024-0048,Chandler,ZONE-D,2025-01-09,6,10.3,2.8,0.98,13,,none,91.6
WN-2024-0048,Chandler,ZONE-D,2025-01-16,7,11.3,2.8,0.97,15,,none,85.5
WN-2024-0048,Chandler,ZONE-D,2025-01-23,8,12.0,2.8,0.7,14,,none,83.1
WN-2024-0048,Chandler,ZONE-D,2025-01-30,9,13.0,2.8,1.05,19,,none,93.8
WN-2024-0048,Chandler,ZONE-D,2025-02-06,10,14.4,2.9,1.39,14,,none,93.8
WN-2024-0048,Chandler,ZONE-D,2025-02-13,11,15.5,3.1,1.13,21,,none,81.2
WN-2024-0048,Chandler,ZONE-D,2025-02-20,12,17.6,3.3,2.06,17,,none,91.8
WN-2024-0048,Chandler,ZONE-D,2025-02-27,13,19.2,3.4,1.61,25,,none,81.4
WN-2024-0048,Chandler,ZONE-D,2025-03-06,14,21.0,3.5,1.82,27,,none,94.4
WN-2024-0048,Chandler,ZONE-D,2025-03-13,15,22.4,3.5,1.42,24,,water_stress,82.4
WN-2024-0048,Chandler,ZONE-D,2025-03-20,16,24.5,3.7,2.03,30,,none,93.1
WN-2024-0048,Chandler,ZONE-D,2025-03-27,17,26.5,3.9,2.08,31,,none,95.1
WN-2024-0048,Chandler,ZONE-D,2025-04-03,18,27.3,3.9,0.75,34,,water_stress,82.7
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-06-05,1,3.5,1.5,1.44,3,,water_stress,83.4
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-06-12,2,5.8,1.7,2.34,5,,none,94.6
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-06-19,3,7.4,1.9,1.62,10,,water_stress,94.1
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-06-26,4,9.8,2.0,2.33,11,,none,92.5
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-07-03,5,12.5,2.3,2.7,14,,none,92.3
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-07-10,6,14.1,2.4,1.68,14,,water_stress,88.8
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-07-17,7,17.1,2.6,2.93,22,,none,76.4
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-07-24,8,19.4,2.8,2.37,24,,none,87.3
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-07-31,9,21.2,2.9,1.79,25,,water_stress,84.6
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-08-07,10,22.8,3.0,1.61,27,,water_stress,85.8
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-08-14,11,25.0,3.1,2.2,29,,none,83.0
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-08-21,12,26.4,3.3,1.37,27,,water_stress,84.9
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-08-28,13,28.4,3.4,2.01,33,,none,88.6
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-09-04,14,30.7,3.7,2.25,38,,none,94.8
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-09-11,15,32.3,3.8,1.61,37,,none,94.6
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-09-18,16,34.2,4.1,1.96,38,,none,85.2
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-09-25,17,35.9,4.2,1.71,44,,none,93.3
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-10-02,18,37.8,4.3,1.81,45,,none,89.1
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-10-09,19,39.1,4.5,1.39,47,,none,89.4
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-10-16,20,40.6,4.6,1.42,49,,none,85.7
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-10-23,21,41.9,4.7,1.34,50,,none,80.7
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-10-30,22,42.7,4.7,0.76,55,,water_stress,89.3
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-11-06,23,44.1,4.7,1.47,50,,none,88.7
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-11-13,24,45.5,4.7,1.37,54,,none,95.3
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-11-20,25,46.8,4.8,1.3,49,,none,89.8
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-11-27,26,47.3,4.8,0.51,59,,water_stress,95.4
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-12-04,27,48.0,4.9,0.7,51,,none,97.6
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-12-11,28,48.9,5.0,0.92,55,,none,89.0
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-12-18,29,49.7,5.1,0.8,57,,none,83.4
WN-2024-0049,Kashmiri Walnut,ZONE-E,2024-12-25,30,50.5,5.1,0.75,60,,none,86.8
WN-2024-0049,Kashmiri Walnut,ZONE-E,2025-01-01,31,51.2,5.2,0.74,61,,none,95.5
WN-2024-0049,Kashmiri Walnut,ZONE-E,2025-01-08,32,52.1,5.3,0.9,63,,none,95.1
WN-2024-0049,Kashmiri Walnut,ZONE-E,2025-01-15,33,53.0,5.3,0.91,63,,water_stress,80.5
WN-2024-0049,Kashmiri Walnut,ZONE-E,2025-01-22,34,54.0,5.4,0.94,64,,none,89.7
WN-2024-0049,Kashmiri Walnut,ZONE-E,2025-01-29,35,55.5,5.6,1.53,68,,none,94.9
WN-2024-0049,Kashmiri Walnut,ZONE-E,2025-02-05,36,56.7,5.7,1.18,64,,none,97.3
WN-2024-0049,Kashmiri Walnut,ZONE-E,2025-02-12,37,57.7,5.8,1.04,70,,none,83.2
WN-2024-0049,Kashmiri Walnut,ZONE-E,2025-02-19,38,58.6,5.9,0.92,74,,water_stress,86.1
WN-2024-0049,Kashmiri Walnut,ZONE-E,2025-02-26,39,59.8,6.0,1.13,69,,none,83.8
WN-2024-0049,Kashmiri Walnut,ZONE-E,2025-03-05,40,61.6,6.1,1.83,75,,none,93.9
WN-2024-0049,Kashmiri Walnut,ZONE-E,2025-03-12,41,63.7,6.3,2.06,75,,none,88.5
WN-2024-0049,Kashmiri Walnut,ZONE-E,2025-03-19,42,65.3,6.4,1.6,76,,none,91.2
WN-2024-0049,Kashmiri Walnut,ZONE-E,2025-03-26,43,66.4,6.4,1.1,78,,water_stress,93.0
WN-2024-0049,Kashmiri Walnut,ZONE-E,2025-04-02,44,67.9,6.6,1.5,78,,none,86.9
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-08-20,1,5.5,1.4,1.95,6,,none,100.0
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-08-27,2,7.6,1.5,2.09,9,,none,87.5
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-09-03,3,9.3,1.7,1.65,7,,none,91.6
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-09-10,4,11.2,1.8,1.9,14,,none,83.6
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-09-17,5,12.3,1.9,1.17,14,,none,91.5
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-09-24,6,13.9,2.0,1.52,18,,none,93.2
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-10-01,7,15.6,2.2,1.74,21,,none,92.6
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-10-08,8,16.6,2.2,0.98,21,,none,93.3
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-10-15,9,17.8,2.3,1.24,20,,none,85.9
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-10-22,10,18.5,2.3,0.68,22,,none,85.1
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-10-29,11,20.0,2.4,1.49,22,,none,83.9
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-11-05,12,21.0,2.6,1.03,26,,none,89.8
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-11-12,13,21.5,2.6,0.51,27,,none,97.0
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-11-19,14,22.2,2.6,0.66,26,,water_stress,89.1
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-11-26,15,23.0,2.7,0.8,30,,none,81.9
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-12-03,16,23.7,2.7,0.71,32,,none,91.3
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-12-10,17,24.4,2.7,0.68,28,,none,91.6
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-12-17,18,26.1,2.9,1.74,32,,none,91.1
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-12-24,19,26.9,2.9,0.81,34,,none,93.7
WN-2024-0050,Kashmiri Walnut,ZONE-B,2024-12-31,20,28.0,3.1,1.11,35,,none,83.6
WN-2024-0050,Kashmiri Walnut,ZONE-B,2025-01-07,21,29.3,3.1,1.31,37,,none,97.1
WN-2024-0050,Kashmiri Walnut,ZONE-B,2025-01-14,22,30.2,3.2,0.83,34,,none,93.1
WN-2024-0050,Kashmiri Walnut,ZONE-B,2025-01-21,23,31.0,3.3,0.86,34,,none,92.2
WN-2024-0050,Kashmiri Walnut,ZONE-B,2025-01-28,24,32.4,3.4,1.41,37,,none,89.8
WN-2024-0050,Kashmiri Walnut,ZONE-B,2025-02-04,25,33.4,3.4,1.0,40,,none,92.3
WN-2024-0050,Kashmiri Walnut,ZONE-B,2025-02-11,26,34.6,3.5,1.16,40,,none,87.7
WN-2024-0050,Kashmiri Walnut,ZONE-B,2025-02-18,27,36.1,3.6,1.46,46,,none,94.4
WN-2024-0050,Kashmiri Walnut,ZONE-B,2025-02-25,28,37.1,3.7,1.05,44,,none,99.6
WN-2024-0050,Kashmiri Walnut,ZONE-B,2025-03-04,29,38.5,3.8,1.4,46,,none,91.8
WN-2024-0050,Kashmiri Walnut,ZONE-B,2025-03-11,30,40.0,3.9,1.45,47,,none,88.9
WN-2024-0050,Kashmiri Walnut,ZONE-B,2025-03-18,31,41.5,3.9,1.52,46,,none,92.4
WN-2024-0050,Kashmiri Walnut,ZONE-B,2025-03-25,32,42.4,4.0,0.89,51,,water_stress,86.8
WN-2024-0050,Kashmiri Walnut,ZONE-B,2025-04-01,33,44.1,4.0,1.75,51,,none,93.1
WN-2024-0051,Franquette,ZONE-C,2024-12-11,1,3.6,2.9,0.71,4,,none,89.4
WN-2024-0051,Franquette,ZONE-C,2024-12-18,2,4.4,3.0,0.77,5,,none,82.8
WN-2024-0051,Franquette,ZONE-C,2024-12-25,3,5.3,3.0,0.89,11,,none,90.1
WN-2024-0051,Franquette,ZONE-C,2025-01-01,4,5.4,3.1,0.12,9,,none,91.8
WN-2024-0051,Franquette,ZONE-C,2025-01-08,5,6.4,3.2,0.94,8,,none,90.0
WN-2024-0051,Franquette,ZONE-C,2025-01-15,6,6.9,3.3,0.54,4,,none,89.1
WN-2024-0051,Franquette,ZONE-C,2025-01-22,7,8.2,3.4,1.3,12,,none,87.0
WN-2024-0051,Franquette,ZONE-C,2025-01-29,8,9.5,3.5,1.33,9,,none,84.7
WN-2024-0051,Franquette,ZONE-C,2025-02-05,9,10.6,3.5,1.07,11,,none,96.9
WN-2024-0051,Franquette,ZONE-C,2025-02-12,10,12.4,3.7,1.82,12,,none,89.4
WN-2024-0051,Franquette,ZONE-C,2025-02-19,11,13.6,3.7,1.21,17,,none,86.9
WN-2024-0051,Franquette,ZONE-C,2025-02-26,12,15.4,3.8,1.76,19,,none,91.2
WN-2024-0051,Franquette,ZONE-C,2025-03-05,13,16.8,3.9,1.42,18,,none,92.8
WN-2024-0051,Franquette,ZONE-C,2025-03-12,14,18.6,4.0,1.76,21,,none,84.6
WN-2024-0051,Franquette,ZONE-C,2025-03-19,15,20.2,4.1,1.66,24,,none,90.4
WN-2024-0051,Franquette,ZONE-C,2025-03-26,16,21.3,4.3,1.08,23,,none,89.1
WN-2024-0051,Franquette,ZONE-C,2025-04-02,17,23.0,4.5,1.7,26,,none,91.4
WN-2024-0052,Local Variety,ZONE-C,2024-08-12,1,5.4,3.1,2.11,4,,none,89.7
WN-2024-0052,Local Variety,ZONE-C,2024-08-19,2,7.2,3.3,1.87,10,,none,93.9
WN-2024-0052,Local Variety,ZONE-C,2024-08-26,3,8.7,3.3,1.47,11,,water_stress,93.4
WN-2024-0052,Local Variety,ZONE-C,2024-09-02,4,10.3,3.4,1.59,13,,none,89.5
WN-2024-0052,Local Variety,ZONE-C,2024-09-09,5,12.6,3.7,2.29,12,,none,91.5
WN-2024-0052,Local Variety,ZONE-C,2024-09-16,6,13.3,3.8,0.69,16,,water_stress,85.0
WN-2024-0052,Local Variety,ZONE-C,2024-09-23,7,14.7,3.9,1.38,19,,none,91.9
WN-2024-0052,Local Variety,ZONE-C,2024-09-30,8,15.7,4.0,0.99,16,,none,91.4
WN-2024-0052,Local Variety,ZONE-C,2024-10-07,9,16.8,4.0,1.1,22,,none,90.8
WN-2024-0052,Local Variety,ZONE-C,2024-10-14,10,18.4,4.0,1.62,22,,none,89.4
WN-2024-0052,Local Variety,ZONE-C,2024-10-21,11,19.4,4.2,0.99,25,,none,89.7
WN-2024-0052,Local Variety,ZONE-C,2024-10-28,12,20.1,4.2,0.73,22,,water_stress,86.3
WN-2024-0052,Local Variety,ZONE-C,2024-11-04,13,21.2,4.3,1.09,26,,none,99.0
WN-2024-0052,Local Variety,ZONE-C,2024-11-11,14,21.7,4.3,0.53,28,,none,86.4
WN-2024-0052,Local Variety,ZONE-C,2024-11-18,15,22.2,4.2,0.49,28,,water_stress,80.6
WN-2024-0052,Local Variety,ZONE-C,2024-11-25,16,23.2,4.3,1.01,29,,none,88.9
WN-2024-0052,Local Variety,ZONE-C,2024-12-02,17,24.3,4.3,1.04,29,,none,92.3
WN-2024-0052,Local Variety,ZONE-C,2024-12-09,18,25.0,4.3,0.77,30,,none,92.0
WN-2024-0052,Local Variety,ZONE-C,2024-12-16,19,25.7,4.4,0.69,33,,none,91.2
WN-2024-0052,Local Variety,ZONE-C,2024-12-23,20,26.2,4.5,0.48,27,,water_stress,94.3
WN-2024-0052,Local Variety,ZONE-C,2024-12-30,21,27.0,4.6,0.77,34,,none,94.4
WN-2024-0052,Local Variety,ZONE-C,2025-01-06,22,27.6,4.6,0.58,31,,none,94.8
WN-2024-0052,Local Variety,ZONE-C,2025-01-13,23,28.0,4.6,0.47,30,,none,92.1
WN-2024-0052,Local Variety,ZONE-C,2025-01-20,24,29.3,4.8,1.21,31,,none,89.6
WN-2024-0052,Local Variety,ZONE-C,2025-01-27,25,29.8,4.8,0.6,35,,none,92.2
WN-2024-0052,Local Variety,ZONE-C,2025-02-03,26,31.0,4.9,1.18,36,,none,89.7
WN-2024-0052,Local Variety,ZONE-C,2025-02-10,27,31.8,5.0,0.74,38,,water_stress,80.7
WN-2024-0052,Local Variety,ZONE-C,2025-02-17,28,32.9,5.0,1.09,38,,none,86.9
WN-2024-0052,Local Variety,ZONE-C,2025-02-24,29,33.9,5.1,0.99,42,,none,90.2
WN-2024-0052,Local Variety,ZONE-C,2025-03-03,30,34.9,5.2,1.08,42,,none,95.9
WN-2024-0052,Local Variety,ZONE-C,2025-03-10,31,35.7,5.2,0.75,45,,water_stress,92.7
WN-2024-0052,Local Variety,ZONE-C,2025-03-17,32,37.2,5.4,1.53,41,,none,81.8
WN-2024-0052,Local Variety,ZONE-C,2025-03-24,33,38.0,5.5,0.75,44,Anthracnose,water_stress,82.7
WN-2024-0052,Local Variety,ZONE-C,2025-03-31,34,39.4,5.6,1.44,45,,none,99.7
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-06-19,1,6.7,3.1,2.35,4,,none,89.3
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-06-26,2,9.7,3.4,3.0,11,,none,92.0
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-07-03,3,12.1,3.5,2.39,11,,none,93.7
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-07-10,4,14.5,3.7,2.44,18,,none,92.6
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-07-17,5,17.1,3.8,2.63,19,,none,96.1
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-07-24,6,19.7,4.0,2.54,22,,none,92.0
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-07-31,7,22.2,4.2,2.53,26,,none,87.9
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-08-07,8,24.3,4.4,2.05,31,,none,84.8
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-08-14,9,26.3,4.6,2.01,33,,none,94.1
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-08-21,10,28.5,4.8,2.27,35,,none,87.6
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-08-28,11,30.5,5.0,1.94,38,,none,80.4
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-09-04,12,32.0,5.1,1.56,37,,water_stress,79.3
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-09-11,13,33.8,5.3,1.74,42,,none,96.7
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-09-18,14,35.1,5.4,1.29,38,,none,91.6
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-09-25,15,36.8,5.5,1.73,42,,none,87.5
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-10-02,16,38.4,5.7,1.55,42,,none,91.4
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-10-09,17,39.6,5.8,1.22,46,,water_stress,83.3
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-10-16,18,40.6,5.9,0.98,46,,water_stress,84.0
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-10-23,19,41.8,5.9,1.3,48,,none,90.9
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-10-30,20,43.2,6.1,1.31,53,,none,91.7
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-11-06,21,43.8,6.0,0.6,53,,water_stress,84.9
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-11-13,22,44.6,6.1,0.84,52,,none,92.1
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-11-20,23,45.0,6.1,0.43,50,,none,88.7
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-11-27,24,45.9,6.3,0.88,59,,none,79.1
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-12-04,25,46.5,6.3,0.57,57,,none,89.2
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-12-11,26,47.5,6.3,1.04,54,,none,92.7
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-12-18,27,48.0,6.3,0.51,59,,water_stress,91.6
WN-2024-0053,Kashmiri Walnut,ZONE-C,2024-12-25,28,48.9,6.5,0.85,58,,none,88.4
WN-2024-0053,Kashmiri Walnut,ZONE-C,2025-01-01,29,49.9,6.6,0.99,55,,none,92.9
WN-2024-0053,Kashmiri Walnut,ZONE-C,2025-01-08,30,50.5,6.7,0.65,60,,none,88.8
WN-2024-0053,Kashmiri Walnut,ZONE-C,2025-01-15,31,51.2,6.8,0.71,62,,water_stress,77.1
WN-2024-0053,Kashmiri Walnut,ZONE-C,2025-01-22,32,52.2,6.8,0.91,59,,none,90.1
WN-2024-0053,Kashmiri Walnut,ZONE-C,2025-01-29,33,53.2,6.9,1.08,61,,none,86.4
WN-2024-0053,Kashmiri Walnut,ZONE-C,2025-02-05,34,54.1,6.9,0.88,65,,none,92.2
WN-2024-0053,Kashmiri Walnut,ZONE-C,2025-02-12,35,55.2,6.9,1.14,69,,none,84.8
